id_laporan;nama_skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;selisih_hari
QL001294771;KELURAHAN KEMBANGAN UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-18;2019-08-18;14
QL001297465;KELURAHAN SEMANAN;Sampah;Sampah Trotoar;disposisi;2019-08-17;2019-08-18;13
QL001297456;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297455;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297454;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297453;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297452;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297389;KELURAHAN PAL MERAH;Gangguan ketenteraman dan ketertiban;"coretan liar""";disposisi;2019-08-17;2019-08-17;14
QL001297316;KELURAHAN CENGKARENG BARAT;Demam Berdarah Dengue;Keluhan Jumantik;disposisi;2019-08-17;2019-08-17;14
QL001297309;KELURAHAN SLIPI;Sampah;Sampah Trotoar;disposisi;2019-08-17;2019-08-17;14
QL001297295;KELURAHAN GROGOL;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-17;14
QL001297286;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-18;13
TW000019336;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;disposisi;2019-08-17;2019-08-17;14
QL001297284;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297271;KELURAHAN GROGOL;Sampah;Sampah Trotoar;disposisi;2019-08-17;2019-08-17;14
QL001297269;KELURAHAN GROGOL;Sampah;Sampah Got;disposisi;2019-08-17;2019-08-17;14
QL001297261;KELURAHAN KEDOYA SELATAN;Bantuan sosial;"bakaran sampah""";disposisi;2019-08-17;2019-08-17;14
QL001297240;KELURAHAN GROGOL;Sampah;"tutup saluran rusak """;disposisi;2019-08-17;2019-08-17;14
QL001297228;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-18;13
QL001297218;KELURAHAN PEGADUNGAN;Pohon;"sampah kering""";disposisi;2019-08-17;2019-08-18;13
QL001297216;KELURAHAN PEGADUNGAN;Pohon;"sampah kering dan rusak""";disposisi;2019-08-17;2019-08-18;13
QL001297215;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-18;13
QL001297214;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-18;13
QL001297213;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-18;13
QL001297212;KELURAHAN PEGADUNGAN;Pohon;"sampah kering""";disposisi;2019-08-17;2019-08-18;13
QL001297211;KELURAHAN PEGADUNGAN;Pohon;"sampah kering""";disposisi;2019-08-17;2019-08-18;13
QL001297206;KELURAHAN GROGOL;Sampah;Sampah Lingkungan;disposisi;2019-08-17;2019-08-17;14
QL001297201;KELURAHAN KEDOYA UTARA;Saluran air/kali/sungai;"sampah saluran""";disposisi;2019-08-17;2019-08-17;14
QL001297186;KELURAHAN KRUKUT;Lokasi Binaan dan Lokasi Sementara;"penutupan jalan karena ada acara warga""";disposisi;2019-08-17;2019-08-17;14
QL001297164;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-17;13
QL001297163;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-17;13
QL001297162;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-17;13
QL001297159;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-17;13
QL001297037;KELURAHAN TOMANG;Pohon;"sampah pohon""";disposisi;2019-08-16;2019-08-16;14
TW000019317;KELURAHAN GROGOL;Sampah;Sampah Trotoar;disposisi;2019-08-16;2019-08-16;14
TW000019315;KELURAHAN PINANGSIA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;disposisi;2019-08-16;2019-08-17;13
FB000019313;KELURAHAN ROA MALAKA;Lembaga Kemasyarakatan;Permasalahan Lembaga Kemasyarakatan Kelurahan;disposisi;2019-08-16;2019-08-16;14
QL001297060;KELURAHAN TOMANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"plang /tulisan yg sudah kusam (ngebrul)""";disposisi;2019-08-16;2019-08-16;14
QL001297058;KELURAHAN TOMANG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-16;2019-08-16;14
QL001297055;KELURAHAN TOMANG;Sampah;"sampah puing""";disposisi;2019-08-16;2019-08-16;14
QL001297052;KELURAHAN TOMANG;Pohon;"pohon mengganggu jalan""";disposisi;2019-08-16;2019-08-16;14
QL001296600;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;"iklan tempelan """;disposisi;2019-08-16;2019-08-16;14
QL001297049;KELURAHAN TOMANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"coretan liar""";disposisi;2019-08-16;2019-08-16;14
QL001297050;KELURAHAN TOMANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"pencopotan tiang tlp""";disposisi;2019-08-16;2019-08-16;14
QL001297048;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001297046;KELURAHAN TOMANG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-16;2019-08-16;14
QL001297045;KELURAHAN TOMANG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-16;2019-08-16;14
QL001297044;KELURAHAN TOMANG;Lokasi Binaan dan Lokasi Sementara;"bangunan liar""";disposisi;2019-08-16;2019-08-16;14
QL001297042;KELURAHAN TOMANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"kayu di saluran""";disposisi;2019-08-16;2019-08-16;14
QL001297035;KELURAHAN WIJAYA KUSUMA;Pohon;Izin Penebangan;disposisi;2019-08-16;2019-08-17;13
QL001297033;KELURAHAN WIJAYA KUSUMA;Pohon;"sampah daun""";disposisi;2019-08-16;2019-08-17;13
QL001297034;KELURAHAN WIJAYA KUSUMA;Pelanggaran Perda/Pergub;pelangaran perda ;wait;06/05/2019;;0
QL001297032;KELURAHAN WIJAYA KUSUMA;Pohon;"null""";disposisi;2019-08-16;2019-08-17;13
QL001297019;KELURAHAN KALIANYAR;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001297001;KELURAHAN KEMBANGAN SELATAN;Sampah;"sampah kering""";disposisi;2019-08-16;2019-08-16;14
QL001296998;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Trotoar;disposisi;2019-08-16;2019-08-16;14
QL001297000;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Trotoar;disposisi;2019-08-16;2019-08-16;14
QL001296999;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296996;KELURAHAN KEMBANGAN SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Coretan. liar di jembatan jalan umum""";disposisi;2019-08-16;2019-08-16;14
QL001296993;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Trotoar;disposisi;2019-08-16;2019-08-16;14
QL001296992;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296989;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296988;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296990;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296984;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296985;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296986;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296982;KELURAHAN KEMBANGAN SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL4943497976740847058;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296974;KELURAHAN KEMBANGAN SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"pengecetan plang nama jalan""";disposisi;2019-08-16;2019-08-16;14
LP000019290;KELURAHAN CENGKARENG BARAT;Pencemaran lingkungan;Keluhan Asap Pabrik/Usaha;disposisi;2019-08-16;2019-08-16;14
QL001296820;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296779;KELURAHAN DURI SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296949;KELURAHAN KEDOYA UTARA;Sampah;Sampah Ruang Publik;disposisi;2019-08-16;2019-08-16;14
QL001296601;KELURAHAN SRENGSENG;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296523;KELURAHAN PEKOJAN;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-19;14
LP000019280;KELURAHAN SRENGSENG;Gangguan ketenteraman dan ketertiban;Keluhan Pengeras Suara Tempat Ibadah;disposisi;2019-08-16;2019-08-16;14
QL001296940;KELURAHAN TOMANG;Lokasi Binaan dan Lokasi Sementara;Ijin Berjualan;disposisi;2019-08-16;2019-08-16;14
QL001296937;KELURAHAN JATI PULO;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"tempat sampah di halte""";disposisi;2019-08-16;2019-08-16;14
QL001296927;KELURAHAN CENGKARENG BARAT;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296915;KELURAHAN KOTA BAMBU UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296911;KELURAHAN KOTA BAMBU UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"kotak amal di tengah jalan""";disposisi;2019-08-16;2019-08-16;14
QL001296877;KELURAHAN KALIANYAR;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296869;KELURAHAN SLIPI;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296867;KELURAHAN KEDOYA SELATAN;Pohon;"sampah saluran""";disposisi;2019-08-16;2019-08-16;14
QL001296865;KELURAHAN KRENDANG;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001294100;KELURAHAN TANGKI;Saluran air/kali/sungai;"limbah minyak""";disposisi;2019-08-16;2019-08-16;14
QL001296137;KELURAHAN TANGKI;Saluran air/kali/sungai;"limbah minyak dan sedikit sampah""";disposisi;2019-08-16;2019-08-16;14
QL001296844;KELURAHAN PAL MERAH;Bantuan sosial;"Warga bakar Sampah di Kompleks.""";disposisi;2019-08-16;2019-08-16;14
QL001296803;KELURAHAN JOGLO;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296800;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296794;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296788;KELURAHAN DURI SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296781;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296782;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296778;KELURAHAN MERUYA SELATAN;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296731;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296733;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296732;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296729;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296730;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-16;2019-08-16;14
QL001296728;KELURAHAN JELAMBAR;Sampah;Sampah Lingkungan;disposisi;2019-08-16;2019-08-16;14
QL001296696;KELURAHAN RAWA BUAYA;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296682;KELURAHAN KALIANYAR;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296674;KELURAHAN KALIANYAR;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296599;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;"iklan tempelan di tiang listrik""";disposisi;2019-08-15;2019-08-15;14
QL001296591;KELURAHAN MERUYA UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"coretan liar di gardu TELKOM""";disposisi;2019-08-15;2019-08-15;14
QL001296583;KELURAHAN MERUYA UTARA;Sampah;"lakban di rambu bekas bendera""";disposisi;2019-08-15;2019-08-15;14
QL001296579;KELURAHAN MERUYA UTARA;Sampah;"konblok tidak terpakai""";disposisi;2019-08-15;2019-08-15;14
QL001296572;KELURAHAN MERUYA UTARA;Sampah;"pelepah pohon""";disposisi;2019-08-15;2019-08-15;14
QL001296573;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"coretan liar digardu telkom""";disposisi;2019-08-15;2019-08-15;14
QL001296569;KELURAHAN MERUYA UTARA;Sampah;Sampah Trotoar;disposisi;2019-08-15;2019-08-15;14
QL001296537;KELURAHAN KALI DERES;Lokasi Binaan dan Lokasi Sementara;Ijin Berjualan;disposisi;2019-08-15;2019-08-16;13
QL001296529;KELURAHAN ANGKE;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296526;KELURAHAN KALI DERES;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;disposisi;2019-08-15;2019-08-15;14
QL001296521;KELURAHAN KALI DERES;Pelanggaran Perda/Pergub;Hunian Liar;disposisi;2019-08-15;2019-08-15;14
QL001296520;KELURAHAN KALI DERES;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;disposisi;2019-08-15;2019-08-15;14
QL001296518;KELURAHAN KALI DERES;Lokasi Binaan dan Lokasi Sementara;Keluhan Harga;disposisi;2019-08-15;2019-08-15;14
QL001296517;KELURAHAN KALI DERES;Lokasi Binaan dan Lokasi Sementara;Keluhan Harga;disposisi;2019-08-15;2019-08-15;14
QL001296514;KELURAHAN KALI DERES;Tata ruang dan bangunan;Tidak Berijin;disposisi;2019-08-15;2019-08-15;14
QL001296513;KELURAHAN KALI DERES;Lokasi Binaan dan Lokasi Sementara;Ijin Berjualan;disposisi;2019-08-15;2019-08-15;14
QL001296512;KELURAHAN KALI DERES;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;disposisi;2019-08-15;2019-08-15;14
TW000019129;WALIKOTA JAKARTA BARAT;Jaringan listrik;"kabel listrik yang mengganggu sedang dalam proses penertiban oleh pihak terkait""";disposisi;2019-08-15;2019-08-15;14
QL001296501;KELURAHAN KALI DERES;Lokasi Binaan dan Lokasi Sementara;Ijin Berjualan;disposisi;2019-08-15;2019-08-15;14
QL001277678;WALIKOTA JAKARTA BARAT;Trotoar;"sudah diproses dan ditindaklanjuti jalan yang rusak akibat galian pln""";disposisi;2019-08-15;2019-08-15;14
QL001294521;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;"iklan liar""";disposisi;2019-08-15;2019-08-15;14
QL001294523;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-15;2019-08-15;14
QL001296483;KELURAHAN SRENGSENG;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296469;KELURAHAN KEDOYA UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-15;2019-08-15;14
QL001296466;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
FB000019174;KELURAHAN KAPUK;Lembaga Kemasyarakatan;Permasalahan Lembaga Kemasyarakatan Kelurahan;disposisi;2019-08-15;2019-08-15;14
QL001296204;KELURAHAN GROGOL;Sampah;Rumput Liar Kecil;disposisi;2019-08-15;2019-08-15;14
QL001295794;KELURAHAN SUKABUMI UTARA;Pohon;Pangkas s/d 70 cm;disposisi;2019-08-15;2019-08-15;14
QL001296222;KELURAHAN KEBON JERUK;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-16;13
QL001296455;KELURAHAN PAL MERAH;Sampah;Rumput Liar Kecil;disposisi;2019-08-15;2019-08-15;14
QL001296448;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296447;KELURAHAN CENGKARENG BARAT;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296436;KELURAHAN MANGGA BESAR;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001295342;KELURAHAN DURI KEPA;Sampah;Sampah Lingkungan;disposisi;2019-08-15;2019-08-15;14
QL001296376;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296369;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296367;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296364;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296362;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296361;KELURAHAN DURI KEPA;Sampah;Sampah Trotoar;disposisi;2019-08-15;2019-08-15;14
QL001296360;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296359;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296358;KELURAHAN PEGADUNGAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;JPO/Halte Rusak;disposisi;2019-08-15;2019-08-15;14
QL001296342;KELURAHAN MERUYA UTARA;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001296338;KELURAHAN PAL MERAH;Sampah;Sampah Got;disposisi;2019-08-15;2019-08-15;14
QL001296329;KELURAHAN KEDOYA UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-15;13
QL001296326;KELURAHAN JEMBATAN LIMA;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-15;13
TW000019150;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-14;14
QL001296205;KELURAHAN GROGOL;Sampah;"sampah liar berserakan""";disposisi;2019-08-14;2019-08-14;14
QL001296199;KELURAHAN GROGOL;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-14;2019-08-14;14
QL001296198;KELURAHAN GROGOL;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-14;2019-08-14;14
QL001296177;KELURAHAN JELAMBAR;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296174;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296175;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296176;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
FB000019029;KELURAHAN SEMANAN;Jalan;pengalihan jalan;wait;06/05/2019;;0
QL001296173;KELURAHAN WIJAYA KUSUMA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-14;2019-08-14;14
TW000019077;KELURAHAN TANGKI;Gangguan ketenteraman dan ketertiban;"null""";disposisi;2019-08-14;2019-08-14;14
QL001296168;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296164;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296167;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296163;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296162;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
FB000019004;KELURAHAN KEMBANGAN UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296161;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Lingkungan Besar;disposisi;2019-08-14;2019-08-15;13
QL001296160;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-15;13
QL001296156;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-15;13
QL001296158;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-15;13
QL001296152;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296151;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296149;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-14;14
LP000017854;WALIKOTA JAKARTA BARAT;Jaringan listrik;"telah dilakukan perapihan kabel telepon sehingga tidak mengganggu dan membahayakan""";disposisi;2019-08-14;2019-08-14;14
QL001296148;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296145;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296144;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
TW000015963;WALIKOTA JAKARTA BARAT;Jaringan listrik;"telah dilakukan penertiban kabel listrik menjuntai di perempatan joglo""";disposisi;2019-08-14;2019-08-14;14
QL001296141;KELURAHAN KEDOYA UTARA;Saluran air/kali/sungai;"sampah saluran""";disposisi;2019-08-14;2019-08-14;14
QL001295798;KELURAHAN SUKABUMI UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-15;13
QL001296129;KELURAHAN JATI PULO;Sampah;"null""";disposisi;2019-08-14;2019-08-14;14
QL001295789;KELURAHAN SUKABUMI UTARA;Sampah;Sampah Ruang Publik;disposisi;2019-08-14;2019-08-14;14
QL001295800;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;"gangguan ketentraman & ketertiban""";disposisi;2019-08-14;2019-08-15;13
QL001296066;KELURAHAN KALI DERES;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295801;KELURAHAN SUKABUMI UTARA;Pohon;Izin Penebangan;disposisi;2019-08-14;2019-08-14;14
QL001296017;KELURAHAN DURI KEPA;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-14;14
QL001296015;KELURAHAN DURI KEPA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001296049;KELURAHAN DURI KEPA;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296067;KELURAHAN KALI DERES;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295803;KELURAHAN SUKABUMI UTARA;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-15;13
QL001296064;KELURAHAN RAWA BUAYA;Sampah;Sampah Ruang Publik;disposisi;2019-08-14;2019-08-14;14
QL001296108;KELURAHAN TEGAL ALUR;Saluran air/kali/sungai;"saluran kotor penuh sampah""";disposisi;2019-08-14;2019-08-14;14
QL001296107;KELURAHAN JELAMBAR BARU;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-14;2019-08-14;14
QL001296106;KELURAHAN JELAMBAR BARU;Gangguan ketenteraman dan ketertiban;"Janur""";disposisi;2019-08-14;2019-08-14;14
TW000019116;KELURAHAN SRENGSENG;Sampah;Sampah Lingkungan Besar;disposisi;2019-08-14;2019-08-14;14
QL001296063;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296061;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Trotoar;disposisi;2019-08-14;2019-08-14;14
QL001296038;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295758;KELURAHAN DURI KOSAMBI;Sampah;Rumput Liar Kecil;disposisi;2019-08-14;2019-08-14;14
QL001295998;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-14;2019-08-14;14
QL001295989;KELURAHAN SEMANAN;Sampah;Sampah Reklame Kecil;disposisi;2019-08-14;2019-08-14;14
QL001295986;KELURAHAN SEMANAN;Sampah;Sampah Ruang Publik;disposisi;2019-08-14;2019-08-14;14
QL001295983;KELURAHAN SEMANAN;Sampah;Sampah Ruang Publik;disposisi;2019-08-14;2019-08-14;14
QL001295978;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan Besar;disposisi;2019-08-14;2019-08-14;14
QL001295968;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295967;KELURAHAN DURI SELATAN;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295957;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;disposisi;2019-08-14;2019-08-14;14
QL001295935;KELURAHAN KOTA BAMBU UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-14;2019-08-14;14
QL001295836;KELURAHAN MERUYA UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-13;2019-08-13;14
QL001295833;KELURAHAN MERUYA UTARA;Sampah;Sampah Lingkungan;disposisi;2019-08-13;2019-08-13;14
QL001295834;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-13;2019-08-13;14
QL001295838;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"coretan liar""";disposisi;2019-08-13;2019-08-13;14
QL001295828;KELURAHAN KELAPA DUA;Sampah;Sampah Trotoar;disposisi;2019-08-13;2019-08-14;13
QL001295827;KELURAHAN KELAPA DUA;Sampah;Sampah Trotoar;disposisi;2019-08-13;2019-08-14;13
QL001295826;KELURAHAN KELAPA DUA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;disposisi;2019-08-13;2019-08-14;13
QL001295824;KELURAHAN KELAPA DUA;Sampah;Sampah Trotoar;disposisi;2019-08-13;2019-08-14;13
QL001295822;KELURAHAN KEBON JERUK;Gangguan ketenteraman dan ketertiban;"coretan liar""";disposisi;2019-08-13;2019-08-13;14
QL001295820;KELURAHAN KEBON JERUK;Gangguan ketenteraman dan ketertiban;"coretan liar""";disposisi;2019-08-13;2019-08-13;14
