id_laporan;skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;waktu_selesai
QL001238231;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;28/02/2019;28/02/2019;7
QL001238233;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;28/02/2019;28/02/2019;7
QL001238243;KELURAHAN KRAMAT PELA;Trotoar;"Lain-lain:
lampu perempatan jalan padam";wait;28/02/2019;28/02/2019;7
QL001238257;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;wait;28/02/2019;28/02/2019;7
QL001238258;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;wait;28/02/2019;28/02/2019;7
QL001238307;KELURAHAN SETIA BUDI;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
sdh di tl";wait;28/02/2019;28/02/2019;7
QL001238350;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;28/02/2019;28/02/2019;7
QL001238352;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;28/02/2019;28/02/2019;7
QL001238354;KELURAHAN KARET KUNINGAN;Sampah;Sampah Trotoar;wait;28/02/2019;28/02/2019;7
QL001238375;KELURAHAN KARET KUNINGAN;Sampah;Sampah Lingkungan;wait;28/02/2019;28/02/2019;7
QL001238385;KELURAHAN KARET KUNINGAN;Sampah;Sampah Got;wait;28/02/2019;28/02/2019;7
QL001238392;KELURAHAN KARET KUNINGAN;Pohon;"Lain-lain:
rumput liar";wait;28/02/2019;28/02/2019;7
QL001238393;KELURAHAN KARET KUNINGAN;Pohon;"Lain-lain:
rumput liar";wait;28/02/2019;28/02/2019;7
QL001238440;KELURAHAN KEBON BARU;Sampah;-;wait;28/02/2019;01/03/2019;8
QL001238449;KELURAHAN PASAR MANGGIS;Sampah;-;wait;28/02/2019;01/03/2019;8
BW000012394;KELURAHAN KEBAGUSAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
keluhan pembebasan lahan";wait;21/03/2019;26/03/2019;5
EM000011838;KELURAHAN CIPEDAK;Pelanggaran Perda/Pergub;"Lain-lain:
penertiban bazar";wait;11/03/2019;11/03/2019;7
EM000011864;KELURAHAN BINTARO;Gangguan ketenteraman dan ketertiban;"Lain-lain:
pengaduan masyarakat";wait;13/03/2019;13/03/2019;7
EM000012392;KELURAHAN KEBAGUSAN;Pembebasan lahan;Keluhan Pembebasan Lahan;wait;26/03/2019;26/03/2019;7
FB000012412;KELURAHAN KALIBATA;Lain-lain;"Lain-lain:
mempersulit ";wait;22/03/2019;22/03/2019;7
FB000012818;KELURAHAN PETUKANGAN SELATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Festival budaya Betawi";wait;31/03/2019;31/03/2019;7
FB000012845;KELURAHAN KALIBATA;Sertifikat atau dokumen Kepemilikan;-;wait;31/03/2019;01/04/2019;8
KC000011300;KELURAHAN SRENGSENG SAWAH;Gangguan ketenteraman dan ketertiban;"Lain-lain:
terganggu dengan adanya suara bengkel las";wait;01/03/2019;01/03/2019;7
KC000011504;KELURAHAN PESANGGRAHAN;Pohon;Pangkas > 70 cm;wait;08/03/2019;08/03/2019;7
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011507;KELURAHAN PULO;Lain-lain;"Lain-lain:
sampah di rumah kosong";wait;02/03/2019;03/03/2019;8
KC000011515;KELURAHAN GANDARIA UTARA;Sampah;Sampah Lingkungan;wait;06/03/2019;06/03/2019;7
KC000011801;KELURAHAN PEJATEN BARAT;Pohon;"Lain-lain:
penopingan";wait;09/03/2019;09/03/2019;7
KC000012098;KELURAHAN LEBAK BULUS;Sampah;Sampah Lingkungan;wait;18/03/2019;18/03/2019;7
LP000011450;KELURAHAN PEJATEN BARAT;Lain-lain;"Lain-lain:
pelayanan";wait;01/03/2019;01/03/2019;7
LP000012199;KELURAHAN SRENGSENG SAWAH;Sampah;Keluhan Asap Rumah Tangga;wait;26/03/2019;26/03/2019;7
LP000012200;KELURAHAN BINTARO;Lain-lain;"Lain-lain:
laporan JNE";wait;18/03/2019;18/03/2019;7
LP000012648;KELURAHAN CIGANJUR;Lain-lain;"Lain-lain:
bising";wait;28/03/2019;28/03/2019;7
LP000012672;KELURAHAN MANGGARAI;Lain-lain;"Lain-lain:
pelayanan RW";wait;28/03/2019;28/03/2019;7
QL001204037;KELURAHAN RAGUNAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pagar taman ";wait;12/03/2019;12/03/2019;7
QL001206395;KELURAHAN JAGAKARSA;Pohon;Pangkas > 70 cm;wait;11/03/2019;11/03/2019;7
QL001211858;KELURAHAN BANGKA;Trotoar;"Lain-lain:
galian pln";wait;22/03/2019;22/03/2019;7
QL001211860;KELURAHAN BANGKA;Arus lalu lintas;Lampu Lalin Rusak;wait;22/03/2019;22/03/2019;7
QL001211862;KELURAHAN BANGKA;Trotoar;"Lain-lain:
galian pln";wait;22/03/2019;22/03/2019;7
QL001233710;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;18/03/2019;18/03/2019;7
QL001233711;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;18/03/2019;18/03/2019;7
QL001233713;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;18/03/2019;18/03/2019;7
QL001238517;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;01/03/2019;01/03/2019;7
QL001238518;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;01/03/2019;01/03/2019;7
QL001238519;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;01/03/2019;01/03/2019;7
QL001238520;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;wait;01/03/2019;01/03/2019;7
QL001238609;KELURAHAN BANGKA;Sampah;"Lain-lain:
pohon rambatan";wait;01/03/2019;01/03/2019;7
QL001238610;KELURAHAN BANGKA;Pohon;"Lain-lain:
pohon rambatan";wait;01/03/2019;01/03/2019;7
QL001238634;KELURAHAN DUREN TIGA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Coretan liar ";wait;01/03/2019;01/03/2019;7
QL001238675;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;wait;01/03/2019;01/03/2019;7
QL001238676;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;wait;01/03/2019;01/03/2019;7
QL001238681;KELURAHAN DUREN TIGA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
terimakasih ";wait;01/03/2019;01/03/2019;7
QL001238683;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;01/03/2019;01/03/2019;7
QL001238686;KELURAHAN LEBAK BULUS;Sampah;Sampah Lingkungan;wait;01/03/2019;01/03/2019;7
QL001238706;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;01/03/2019;01/03/2019;7
QL001238779;KELURAHAN PELA MAMPANG;Parkir liar;Parkir Liar Area Publik;wait;01/03/2019;02/03/2019;8
QL001238780;KELURAHAN PELA MAMPANG;Trotoar;"Lain-lain:
genangan air dijalan protokol..";wait;01/03/2019;01/03/2019;7
QL001238781;KELURAHAN PELA MAMPANG;Trotoar;"Lain-lain:
genangan air dijalan protokol..";wait;01/03/2019;01/03/2019;7
QL001238796;KELURAHAN DUREN TIGA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
sampah saluran air";wait;02/03/2019;02/03/2019;7
QL001238811;KELURAHAN MENTENG ATAS;Sampah;Sampah Trotoar;wait;02/03/2019;02/03/2019;7
QL001238865;KELURAHAN BANGKA;Sampah;Sampah Ruang Publik;wait;02/03/2019;02/03/2019;7
QL001239022;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;02/03/2019;02/03/2019;7
QL001239024;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;02/03/2019;02/03/2019;7
QL001239026;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;wait;02/03/2019;02/03/2019;7
QL001239027;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;wait;02/03/2019;02/03/2019;7
QL001239076;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;02/03/2019;02/03/2019;7
QL001239086;KELURAHAN PASAR MINGGU;Sampah;Rumput Liar Kecil;wait;03/03/2019;03/03/2019;7
QL001239087;KELURAHAN PASAR MINGGU;Sampah;Rumput Liar Kecil;wait;03/03/2019;03/03/2019;7
QL001239097;KELURAHAN JAGAKARSA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;wait;02/03/2019;02/03/2019;7
QL001239099;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
rumput liar";wait;03/03/2019;03/03/2019;7
QL001239104;KELURAHAN KEBAYORAN LAMA UTARA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;wait;03/03/2019;03/03/2019;7
QL001239155;KELURAHAN KALIBATA;Sampah;Sampah Lingkungan;wait;03/03/2019;03/03/2019;7
QL001239159;KELURAHAN CIPETE UTARA;Parkir liar;"Lain-lain:
pmks";wait;03/03/2019;03/03/2019;7
QL001239249;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;03/03/2019;03/03/2019;7
QL001239253;KELURAHAN GUNTUR;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";wait;03/03/2019;03/03/2019;7
QL001239267;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;wait;03/03/2019;03/03/2019;7
QL001239268;KELURAHAN DUREN TIGA;Saluran air/kali/sungai;"Lain-lain:
sampah saluran";wait;03/03/2019;03/03/2019;7
QL001239269;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;wait;03/03/2019;03/03/2019;7
QL001239270;KELURAHAN DUREN TIGA;Saluran air/kali/sungai;"Lain-lain:
sampah saluran";wait;03/03/2019;03/03/2019;7
QL001239283;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
pasir/tanah";wait;03/03/2019;03/03/2019;7
QL001239287;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
tanah/pasir";wait;03/03/2019;03/03/2019;7
QL001239291;KELURAHAN BANGKA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan liar";wait;03/03/2019;03/03/2019;7
QL001239293;KELURAHAN PASAR MANGGIS;Gangguan ketenteraman dan ketertiban;"Lain-lain:
GANGGUAN KETENTRAMAN DAN KETERTIBAN";wait;03/03/2019;04/03/2019;8
QL001239303;KELURAHAN PEJATEN TIMUR;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
jalan rusak";wait;04/03/2019;04/03/2019;7
QL001239309;KELURAHAN TEGAL PARANG;Sampah;Sampah Got;wait;04/03/2019;04/03/2019;7
QL001239356;KELURAHAN GROGOL UTARA;Sampah;Sampah Trotoar;wait;03/03/2019;03/03/2019;7
QL001239360;KELURAHAN PONDOK PINANG;Trotoar;"Lain-lain:
plang rambu";wait;03/03/2019;03/03/2019;7
QL001239369;KELURAHAN ULUJAMI;Sampah;Sampah Trotoar;wait;03/03/2019;04/03/2019;8
QL001239371;KELURAHAN PESANGGRAHAN;Pohon;"Lain-lain:
pohon mati /kering";wait;03/03/2019;04/03/2019;8
QL001239394;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;04/03/2019;04/03/2019;7
QL001239395;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;04/03/2019;04/03/2019;7
QL001239396;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;wait;04/03/2019;04/03/2019;7
QL001239428;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;04/03/2019;04/03/2019;7
QL001239429;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;04/03/2019;04/03/2019;7
QL001239430;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;04/03/2019;04/03/2019;7
QL001239469;KELURAHAN MANGGARAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
penghapusan coretan liar";wait;06/03/2019;06/03/2019;7
QL001239486;KELURAHAN DUREN TIGA;Sampah;Rumput Liar Besar;wait;04/03/2019;04/03/2019;7
QL001239500;KELURAHAN PELA MAMPANG;Sampah;Sampah Trotoar;wait;04/03/2019;04/03/2019;7
QL001239503;KELURAHAN KRAMAT PELA;Sampah;Sampah Got;wait;04/03/2019;04/03/2019;7
QL001239601;KELURAHAN MELAWAI;Pohon;"Lain-lain:
Rumput liar";wait;04/03/2019;04/03/2019;7
QL001239611;KELURAHAN CILANDAK TIMUR;Sampah;Sampah Lingkungan;wait;04/03/2019;05/03/2019;8
QL001239617;KELURAHAN KEBAYORAN LAMA UTARA;Trotoar;Luas ? 2 m;wait;04/03/2019;04/03/2019;7
QL001239755;KELURAHAN PEJATEN TIMUR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;05/03/2019;05/03/2019;7
QL001239779;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239780;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239782;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239783;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239785;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239786;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;05/03/2019;05/03/2019;7
QL001239806;KELURAHAN PEJATEN TIMUR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;05/03/2019;05/03/2019;7
QL001239962;KELURAHAN CIGANJUR;Sampah;Sampah Lingkungan;wait;05/03/2019;05/03/2019;7
QL001240048;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;06/03/2019;06/03/2019;7
QL001240053;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;06/03/2019;06/03/2019;7
QL001240055;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;06/03/2019;06/03/2019;7
QL001240060;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;06/03/2019;06/03/2019;7
QL001240061;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;06/03/2019;06/03/2019;7
QL001240063;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;wait;06/03/2019;06/03/2019;7
QL001240064;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;06/03/2019;06/03/2019;7
QL001240065;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;06/03/2019;06/03/2019;7
QL001240066;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;06/03/2019;06/03/2019;7
QL001240085;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;06/03/2019;07/03/2019;8
QL001240086;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;06/03/2019;07/03/2019;8
QL001240087;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;06/03/2019;07/03/2019;8
QL001240114;KELURAHAN PEJATEN BARAT;Sampah;"Lain-lain:
rumput liar";wait;06/03/2019;06/03/2019;7
QL001240126;KELURAHAN TEBET BARAT;Saluran air/kali/sungai;"Lain-lain:
tersumbat sampah";wait;06/03/2019;06/03/2019;7
QL001240138;KELURAHAN DUREN TIGA;Sampah;Rumput Liar Kecil;wait;06/03/2019;07/03/2019;8
QL001240151;KELURAHAN PEJATEN BARAT;Saluran air/kali/sungai;"Lain-lain:
genangan";wait;06/03/2019;06/03/2019;7
QL001240156;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;wait;06/03/2019;06/03/2019;7
QL001240166;KELURAHAN PEJATEN BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;06/03/2019;06/03/2019;7
QL001240202;KELURAHAN RAGUNAN;Sampah;Sampah Ruang Publik;wait;11/03/2019;11/03/2019;7
QL001240204;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;11/03/2019;12/03/2019;8
QL001240207;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Reklame Tidak Berijin;wait;11/03/2019;12/03/2019;8
QL001240263;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";wait;06/03/2019;06/03/2019;7
QL001240449;KELURAHAN JAGAKARSA;Sampah;Sampah Lingkungan;wait;07/03/2019;07/03/2019;7
QL001240459;KELURAHAN PEJATEN TIMUR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;wait;07/03/2019;07/03/2019;7
QL001240460;KELURAHAN MANGGARAI SELATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Saluran Air Mampet ";wait;07/03/2019;07/03/2019;7
QL001240472;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;07/03/2019;07/03/2019;7
QL001240522;KELURAHAN SRENGSENG SAWAH;Sampah;Rumput Liar Kecil;wait;07/03/2019;08/03/2019;8
QL001240531;KELURAHAN PENGADEGAN;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;wait;07/03/2019;07/03/2019;7
QL001240535;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;wait;11/03/2019;11/03/2019;7
QL001240622;KELURAHAN CIPULIR;Konflik sosial;"Lain-lain:
penjambretan";wait;07/03/2019;08/03/2019;8
QL001240650;KELURAHAN RAWA BARAT;Sampah;Sampah Lingkungan;wait;07/03/2019;07/03/2019;7
QL001240704;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240705;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240706;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240707;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240709;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah ringan";wait;08/03/2019;08/03/2019;7
QL001240710;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah ringan";wait;08/03/2019;08/03/2019;7
QL001240711;KELURAHAN MENTENG ATAS;Sampah;Kawasan Swasta dan Pusat;wait;08/03/2019;08/03/2019;7
QL001240712;KELURAHAN MENTENG ATAS;Sampah;Limbah Rumah Tangga;wait;08/03/2019;08/03/2019;7
QL001240713;KELURAHAN MENTENG ATAS;Sampah;Limbah Rumah Tangga;wait;08/03/2019;08/03/2019;7
QL001240714;KELURAHAN MENTENG ATAS;Sampah;Limbah Rumah Tangga;wait;08/03/2019;08/03/2019;7
QL001240715;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah ringan";wait;08/03/2019;08/03/2019;7
QL001240716;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah kecil";wait;08/03/2019;08/03/2019;7
QL001240718;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240720;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
null";wait;08/03/2019;08/03/2019;7
QL001240721;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah ringan";wait;08/03/2019;08/03/2019;7
QL001240722;KELURAHAN MENTENG ATAS;Sampah;"Lain-lain:
sampah ringam";wait;08/03/2019;08/03/2019;7
QL001240723;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240724;KELURAHAN MANGGARAI SELATAN;Sampah;Rumput Liar Kecil;wait;08/03/2019;08/03/2019;7
QL001240733;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240745;KELURAHAN JATI PADANG;Sampah;Rumput Liar Kecil;wait;08/03/2019;08/03/2019;7
QL001240747;KELURAHAN JATI PADANG;Sampah;Rumput Liar Kecil;wait;08/03/2019;08/03/2019;7
QL001240750;KELURAHAN JATI PADANG;Sampah;Rumput Liar Kecil;wait;08/03/2019;08/03/2019;7
QL001240758;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240759;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240760;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240761;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240762;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240780;KELURAHAN MENTENG DALAM;Sampah;Sampah Got;wait;08/03/2019;08/03/2019;7
QL001240788;KELURAHAN KALIBATA;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240789;KELURAHAN KALIBATA;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240792;KELURAHAN KALIBATA;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240793;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;wait;08/03/2019;08/03/2019;7
QL001240796;KELURAHAN SELONG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan liar ";wait;08/03/2019;08/03/2019;7
QL001240798;KELURAHAN MELAWAI;Sampah;Sampah Reklame Kecil;wait;08/03/2019;08/03/2019;7
QL001240800;KELURAHAN SELONG;Pelanggaran Perda/Pergub;"Lain-lain:
APK";wait;08/03/2019;08/03/2019;7
QL001240802;KELURAHAN SELONG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan liar ";wait;08/03/2019;08/03/2019;7
QL001240803;KELURAHAN RAWA BARAT;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240805;KELURAHAN SELONG;Pelanggaran Perda/Pergub;"Lain-lain:
apk";wait;08/03/2019;08/03/2019;7
QL001240807;KELURAHAN RAWA BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240808;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
sampah kayu";wait;08/03/2019;08/03/2019;7
QL001240809;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
sampah karungan";wait;08/03/2019;08/03/2019;7
QL001240810;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
sampah bekas galian";wait;08/03/2019;08/03/2019;7
QL001240812;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
sampah tanah bekas galiann kabel";wait;08/03/2019;08/03/2019;7
QL001240813;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
sampah tanah bekas galian kabel";wait;08/03/2019;08/03/2019;7
QL001240817;KELURAHAN MELAWAI;Sampah;Sampah Got;wait;08/03/2019;08/03/2019;7
QL001240819;KELURAHAN MELAWAI;Sampah;Sampah Ruang Publik;wait;08/03/2019;08/03/2019;7
QL001240822;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240823;KELURAHAN MELAWAI;Saluran air/kali/sungai;"Lain-lain:
sampah saluran";wait;08/03/2019;08/03/2019;7
QL001240824;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240825;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240835;KELURAHAN KALIBATA;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240885;KELURAHAN MELAWAI;Saluran air/kali/sungai;"Lain-lain:
saluran air tersumbat";wait;08/03/2019;08/03/2019;7
QL001240886;KELURAHAN MELAWAI;Sampah;"Lain-lain:
sampah dan rumput liar";wait;08/03/2019;08/03/2019;7
QL001240887;KELURAHAN MELAWAI;Sampah;"Lain-lain:
sampah kering dan rumput liar";wait;08/03/2019;08/03/2019;7
QL001240888;KELURAHAN MELAWAI;Sampah;"Lain-lain:
sampah kering dan rumput liar";wait;08/03/2019;08/03/2019;7
QL001240889;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240891;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";wait;08/03/2019;08/03/2019;7
QL001240893;KELURAHAN MELAWAI;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240894;KELURAHAN MELAWAI;Sampah;Sampah Trotoar;wait;08/03/2019;08/03/2019;7
QL001240896;KELURAHAN SELONG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan liar ";wait;08/03/2019;08/03/2019;7
